|ccanid|cpgn|cdata|PGN#|PGNLabel|Acronym|PGNDescription|Multipacket|PGNLength|Priority|PGNReference|SPNPos|SPN|SPNName|SPNDescription|SPNLength|Resolution|Offset|DataRange|OperationalRange|Units
250|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||5|29|Accelerator Pedal Position 2|The ratio of actual position of the second analog engine speed/torque request input device (such as an accelerator pedal or throttle lever) to the maximum position of the input device.  This parameter is intended for secondary accelerator control in an application.  If an application has only one accelerator control, use SPN 91.      In marine applications, this will typically be the operator’s second throttle lever.  If a low idle validation switch is used in conjunction with accelerator pedal position 2, use Accelerator Pedal Low Idle Switch 2, SPN 2970.  NOTE—See SPNs 91 and 974 for additional accelerator position parameters.|1 byte|0.4 %/bit|0|0 to 100 %||%
251|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||6.1|2979|Vehicle Acceleration Rate Limit Status|Status (active or not active) of the system used to limit maximum forward vehicle acceleration.  00     Limit not active 01     Limit active 10     Reserved 11     Not available  NOTE:  The effects of emission control limits, such as engine exhaust smoke control, are specifically excluded; they are not considered to be part of a function to limit vehicle acceleration.|2 bits|4 states/2 bit|0|0 to 3||bit
252|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||6.3|5021|Momentary Engine Maximum Power Enable Feedback|Momentarily requesting Engine Maximum Power Enable - feature support feedback  00 disabled 01 supported  10 reserved 11 don't care|2 bits|4 states/2 bit|0|0 to 3||bit
253|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||6.5|5399|DPF Thermal Management Active|Indicates that the exhaust temperatures have been elevated for regeneration of the diesel particulate filter aftertreatment system or in preparation of regeneration of the diesel particulate aftertreatment system.  00 - DPF Thermal Management is not active 01 - DPF Thermal Management is active 10 - Reserved 11 - Don't care|2 bits|4 states/2 bit|0|0 to 3||bit
254|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||6.7|5400|SCR Thermal Management Active|Indicates that the exhaust temperatures have been elevated for regeneration of the SCR aftertreatment system or in preparation of regeneration of the SCR aftertreatment system.  00 - SCR Thermal Management is not active 01 - SCR Thermal Management is active 10 - Reserved 11 - Don't care|2 bits|4 states/2 bit|0|0 to 3||bit
255|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||7|3357|Actual Maximum Available Engine - Percent Torque|This is the maximum amount of torque that the engine can immediately deliver as a percentage of the reference engine torque (SPN 544).  The Actual Maximum Available Engine - Percent Torque shall take into consideration all engine torque derates (e.g. air fuel ratio control (AFC), noise control, etc.) that could potentially be active in the system.  This parameter differentiates itself from the engine percent torque points 1 through 5 of the engine configuration map because it takes into account all dynamic internal inputs such as  AFC and that it is updated on a 50ms basis.|1 byte|0.4 %/bit|0|0 to 100 %||%
256|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||8|5398|Estimated Pumping - Percent Torque|The calculated torque that indicates the estimated amount of torque loss due to the engine air handling system. The value transmitted in this parameter is included in SPN 514 (Nominal Friction - Percent Torque).  The data is transmitted as a percent of reference engine torque (see the engine configuration message, PGN 65251).|1 byte|1 %/bit|-125 %|-125 to 125 %||%
257|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||1.1|558|Accelerator Pedal 1 Low Idle Switch|Switch signal which indicates the state of the accelerator pedal 1 low idle switch.  The low idle switch is defined in SAE Recommended Practice J1843.    00 - Accelerator pedal 1 not in low idle condition 01 - Accelerator pedal 1 in low idle condition 10 - Error 11 - Not available|2 bits|4 states/2 bit|0|0 to 3||bit
258|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||1.3|559|Accelerator Pedal Kickdown Switch|Switch signal which indicates whether the accelerator pedal kickdown switch is opened or closed.  The kickdown switch is defined in SAE J1843.  00 - Kickdown passive 01 - Kickdown active 10 - Error 11 - Not available|2 bits|4 states/2 bit|0|0 to 3||bit
259|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||1.5|1437|Road Speed Limit Status|Status (active or not active) of the system used to limit maximum vehicle velocity.  00 - Active 01 - Not Active 10 - Error 11 - Not available  NOTE - While somewhat inconsistent with other J1939 status parameters, the states defining 00 = active and 01 = inactive for Road Speed Limit Status are NOT typographical errors, and should be implemented as stated.|2 bits|4 states/2 bit|0|0 to 3||bit
260|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||1.7|2970|Accelerator Pedal 2 Low Idle Switch|Switch signal which indicates the state of the accelerator pedal 2 low idle switch.  The low idle switch is defined in SAE J1843.  00    Accelerator pedal 2 not in low idle condition 01    Accelerator pedal 2 in low idle condition 10    Error 11    Not available  Note:  Also refer to SPN 558 Accelerator Pedal 1 Low Idle Switch and SPN 2971 Accelerator Pedal 3 Low Idle Switch.|2 bits|4 states/2 bit|0|0 to 3||bit
261|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||2|91|Accelerator Pedal Position 1|The ratio of actual position of the analog engine speed/torque request input device (such as an accelerator pedal or throttle lever) to the maximum position of the input device.  This parameter is intended for the primary accelerator control in an application.  If an application has only one accelerator control, use SPN 91.      For on-highway vehicles, this will typically be the operator’s accelerator pedal.  Although it is used as an input to determine powertrain demand, it also provides anticipatory information to transmission and ASR algorithms about driver actions.  In marine applications, this will typically be the operator’s throttle lever.  If a low idle validation switch is used in conjunction with accelerator pedal position 1, use Accelerator Pedal Low Idle Switch 1, SPN 558.  NOTE—See SPNs 29 and 974 for additional accelerator position parameters.  SPN 28 is an additional diagnostic SPN for accelerator position.|1 byte|0.4 %/bit|0|0 to 100 %||%
262|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||3|92|Engine Percent Load At Current Speed|The ratio of actual engine percent torque (indicated) to maximum indicated torque available at the current engine speed, clipped to zero torque during engine braking.|1 byte|1 %/bit|0|0 to 250 %|0 to 125%|%
263|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||4|974|Remote Accelerator Pedal Position|The ratio of actual position of the remote analog engine speed/torque request input device (such as an accelerator pedal or throttle lever) to the maximum position of the input device.       For example, in on-highway vehicles this could be an accelerator control device that is external to the drivers cab or an accelerator that is controlled by a hand lever from the operators seat.   The Remote Accelerator Enable Switch is SPN 969. This parameter enables the remote accelerator operation.  NOTE—See SPNs 29 and 91 for additional accelerator position parameters. If only one accelerator position exists on a vehicle, SPN 91 shall be used.  SPN 28 is an additional diagnostic SPN for accelerator position.|1 byte|0.4 %/bit|0|0 to 100 %||%
264|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||5|29|Accelerator Pedal Position 2|The ratio of actual position of the second analog engine speed/torque request input device (such as an accelerator pedal or throttle lever) to the maximum position of the input device.  This parameter is intended for secondary accelerator control in an application.  If an application has only one accelerator control, use SPN 91.      In marine applications, this will typically be the operator’s second throttle lever.  If a low idle validation switch is used in conjunction with accelerator pedal position 2, use Accelerator Pedal Low Idle Switch 2, SPN 2970.  NOTE—See SPNs 91 and 974 for additional accelerator position parameters.|1 byte|0.4 %/bit|0|0 to 100 %||%
265|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||6.1|2979|Vehicle Acceleration Rate Limit Status|Status (active or not active) of the system used to limit maximum forward vehicle acceleration.  00     Limit not active 01     Limit active 10     Reserved 11     Not available  NOTE:  The effects of emission control limits, such as engine exhaust smoke control, are specifically excluded; they are not considered to be part of a function to limit vehicle acceleration.|2 bits|4 states/2 bit|0|0 to 3||bit
266|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||6.3|5021|Momentary Engine Maximum Power Enable Feedback|Momentarily requesting Engine Maximum Power Enable - feature support feedback  00 disabled 01 supported  10 reserved 11 don't care|2 bits|4 states/2 bit|0|0 to 3||bit
267|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||6.5|5399|DPF Thermal Management Active|Indicates that the exhaust temperatures have been elevated for regeneration of the diesel particulate filter aftertreatment system or in preparation of regeneration of the diesel particulate aftertreatment system.  00 - DPF Thermal Management is not active 01 - DPF Thermal Management is active 10 - Reserved 11 - Don't care|2 bits|4 states/2 bit|0|0 to 3||bit
268|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||6.7|5400|SCR Thermal Management Active|Indicates that the exhaust temperatures have been elevated for regeneration of the SCR aftertreatment system or in preparation of regeneration of the SCR aftertreatment system.  00 - SCR Thermal Management is not active 01 - SCR Thermal Management is active 10 - Reserved 11 - Don't care|2 bits|4 states/2 bit|0|0 to 3||bit
269|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||7|3357|Actual Maximum Available Engine - Percent Torque|This is the maximum amount of torque that the engine can immediately deliver as a percentage of the reference engine torque (SPN 544).  The Actual Maximum Available Engine - Percent Torque shall take into consideration all engine torque derates (e.g. air fuel ratio control (AFC), noise control, etc.) that could potentially be active in the system.  This parameter differentiates itself from the engine percent torque points 1 through 5 of the engine configuration map because it takes into account all dynamic internal inputs such as  AFC and that it is updated on a 50ms basis.|1 byte|0.4 %/bit|0|0 to 100 %||%
270|b'\x0c\xf0\x03\x00'|61443|b'\xff\xfe\x00\xff\xff\xff\xff\xff'|61443|Electronic Engine Controller 2|EEC2|Identifies electronic engine control related parameters.|No|8|3||8|5398|Estimated Pumping - Percent Torque|The calculated torque that indicates the estimated amount of torque loss due to the engine air handling system. The value transmitted in this parameter is included in SPN 514 (Nominal Friction - Percent Torque).  The data is transmitted as a percent of reference engine torque (see the engine configuration message, PGN 65251).|1 byte|1 %/bit|-125 %|-125 to 125 %||%
271|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||1.1|899|Engine Torque Mode|State signal which indicates which engine torque mode is currently generating, limiting, or controlling the torque.  Note that the modes are not in prioritized order. Not all modes may be relevant for a given device.  Some devices may not implement all functions.  For typical priorities refer to Figures SPN512_A and SPN512_B for engine control.  The data type of this parameter is measured.    Mode 0000b means “No request”: engine torque may range from 0 to full load only due to low idle governor output.  Modes 0001b to 1110b indicate that there is either a torque request or the identified function is currently controlling the engine: engine torque may range from 0 (no fueling) to the upper limit.|4 bits|16 states/4 bit|0|0 to 15||bit
272|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||1.5|4154|Actual Engine - Percent Torque (Fractional)|This parameter displays an additional torque in percent of the reference engine torque.   When the MSB is set to 1, this parameter is not available.  When the MSB is set to 0, bits 1 to 3 indicate the desired torque with resolution of 0.125%/bit . Range is from 0 to 0.875% of reference torque.    The parameter is used in combination with SPN 513 Actual Engine Torque. The resulting actual engine torque will be calculated by adding these two parameters.   Additional torque representations  0000 = +0.000% 0001 = +0.125% . . . 0111 = +0.875% 1000 - 1111 = not available  For example, if SPN 513 = 150 (or 25%) and this parameter is 0100, the torque would be 25.5%. If SPN 513 = 175 (or 50%) and this parameter is 0001, the torque would be 50.125% If SPN 513 = 175 (or 50%) and this parameter is 1111, the torque would remain 50% (no high resolution available)|4 bits|0.125 %/bit|0|0 to 0.875 %||%
273|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||2|512|Driver's Demand Engine - Percent Torque|The requested torque output of the engine by the driver. It is based on input from the following requestors external to the powertrain: operator (via the accelerator pedal), cruise control and/or road speed limit governor. Dynamic commands from internal powertrain functions such as smoke control, low- and high-speed engine governing; ASR and shift control are excluded from this calculation. The data is transmitted in indicated torque as a percent of the reference engine torque. See PGN 65251 for the engine configuration message. Several status bits are defined separately to indicate the request which is currently being honored. This parameter may be used for shift scheduling.|1 byte|1 %/bit|-125 %|-125 to 125 %|0 to 125%|%
274|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||3|513|Actual Engine - Percent Torque|The calculated output torque of the engine.  The data is transmitted in indicated torque as a percent of reference engine torque (see the engine configuration message, PGN 65251).  The engine percent torque value will not be less than zero and it includes the torque developed in the cylinders required to overcome friction.|1 byte|1 %/bit|-125 %|-125 to 125 %|0 to 125%|%
275|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||4-5|190|Engine Speed|Actual engine speed which is calculated over a minimum crankshaft angle of 720 degrees divided by the number of cylinders.|2 bytes|0.125 rpm per bit|0|0 to 8,031.875 rpm||rpm
276|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||6|1483|Source Address of Controlling Device for Engine Control|The source address of the SAE J1939 device currently controlling the engine.  It is used to expand the torque mode parameter (see SPN 899) in cases where control is in response to an ECU that is not listed in Table SPN899_A.  Its value may be the source address of the ECU transmitting the message (which means that no external SAE J1939 message is providing the active command) or the source address of the SAE J1939 ECU that is currently providing the active command in a TSC1 (see PGN 0) or similar message.  Note that if this parameter value is the same as the source address of the device transmitting it, the control may be due to a message on a non-J1939 data link such as SAE J1922 or a proprietary link.|1 byte|1 source address/bit|0|0 to 255|0 to 253|SA
277|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||7.1|1675|Engine Starter Mode|There are several phases in a starting action and different reasons why a start cannot take place.  0000 start not requested 0001 starter active, gear not engaged 0010 starter active, gear engaged 0011 start finished; starter not active after having been actively engaged (after 50ms mode goes to 0000) 0100 starter inhibited due to engine already running 0101 starter inhibited due to engine not ready for start (preheating) 0110 starter inhibited due to driveline engaged or other transmission inhibit 0111 starter inhibited due to active immobilizer 1000 starter inhibited due to starter over-temp 1001 starter inhibited due to intake air shutoff valve being active 1010 starter inhibited due to active SCR inducement 1011 Reserved 1100 starter inhibited - reason unknown 1101 error (legacy implementation only, use 1110) 1110 error 1111 not available|4 bits|16 states/4 bit|0|0 to 15||bit
278|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||8|2432|Engine Demand – Percent Torque|The requested torque output of the engine by all dynamic internal inputs, including smoke control, noise control and low and high speed governing.|1 byte|1 %/bit|-125 %|-125 to 125 %|-125% to +125%|%
279|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||1.1|899|Engine Torque Mode|State signal which indicates which engine torque mode is currently generating, limiting, or controlling the torque.  Note that the modes are not in prioritized order. Not all modes may be relevant for a given device.  Some devices may not implement all functions.  For typical priorities refer to Figures SPN512_A and SPN512_B for engine control.  The data type of this parameter is measured.    Mode 0000b means “No request”: engine torque may range from 0 to full load only due to low idle governor output.  Modes 0001b to 1110b indicate that there is either a torque request or the identified function is currently controlling the engine: engine torque may range from 0 (no fueling) to the upper limit.|4 bits|16 states/4 bit|0|0 to 15||bit
280|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||1.5|4154|Actual Engine - Percent Torque (Fractional)|This parameter displays an additional torque in percent of the reference engine torque.   When the MSB is set to 1, this parameter is not available.  When the MSB is set to 0, bits 1 to 3 indicate the desired torque with resolution of 0.125%/bit . Range is from 0 to 0.875% of reference torque.    The parameter is used in combination with SPN 513 Actual Engine Torque. The resulting actual engine torque will be calculated by adding these two parameters.   Additional torque representations  0000 = +0.000% 0001 = +0.125% . . . 0111 = +0.875% 1000 - 1111 = not available  For example, if SPN 513 = 150 (or 25%) and this parameter is 0100, the torque would be 25.5%. If SPN 513 = 175 (or 50%) and this parameter is 0001, the torque would be 50.125% If SPN 513 = 175 (or 50%) and this parameter is 1111, the torque would remain 50% (no high resolution available)|4 bits|0.125 %/bit|0|0 to 0.875 %||%
281|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||2|512|Driver's Demand Engine - Percent Torque|The requested torque output of the engine by the driver. It is based on input from the following requestors external to the powertrain: operator (via the accelerator pedal), cruise control and/or road speed limit governor. Dynamic commands from internal powertrain functions such as smoke control, low- and high-speed engine governing; ASR and shift control are excluded from this calculation. The data is transmitted in indicated torque as a percent of the reference engine torque. See PGN 65251 for the engine configuration message. Several status bits are defined separately to indicate the request which is currently being honored. This parameter may be used for shift scheduling.|1 byte|1 %/bit|-125 %|-125 to 125 %|0 to 125%|%
282|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||3|513|Actual Engine - Percent Torque|The calculated output torque of the engine.  The data is transmitted in indicated torque as a percent of reference engine torque (see the engine configuration message, PGN 65251).  The engine percent torque value will not be less than zero and it includes the torque developed in the cylinders required to overcome friction.|1 byte|1 %/bit|-125 %|-125 to 125 %|0 to 125%|%
283|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||4-5|190|Engine Speed|Actual engine speed which is calculated over a minimum crankshaft angle of 720 degrees divided by the number of cylinders.|2 bytes|0.125 rpm per bit|0|0 to 8,031.875 rpm||rpm
284|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||6|1483|Source Address of Controlling Device for Engine Control|The source address of the SAE J1939 device currently controlling the engine.  It is used to expand the torque mode parameter (see SPN 899) in cases where control is in response to an ECU that is not listed in Table SPN899_A.  Its value may be the source address of the ECU transmitting the message (which means that no external SAE J1939 message is providing the active command) or the source address of the SAE J1939 ECU that is currently providing the active command in a TSC1 (see PGN 0) or similar message.  Note that if this parameter value is the same as the source address of the device transmitting it, the control may be due to a message on a non-J1939 data link such as SAE J1922 or a proprietary link.|1 byte|1 source address/bit|0|0 to 255|0 to 253|SA
285|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||7.1|1675|Engine Starter Mode|There are several phases in a starting action and different reasons why a start cannot take place.  0000 start not requested 0001 starter active, gear not engaged 0010 starter active, gear engaged 0011 start finished; starter not active after having been actively engaged (after 50ms mode goes to 0000) 0100 starter inhibited due to engine already running 0101 starter inhibited due to engine not ready for start (preheating) 0110 starter inhibited due to driveline engaged or other transmission inhibit 0111 starter inhibited due to active immobilizer 1000 starter inhibited due to starter over-temp 1001 starter inhibited due to intake air shutoff valve being active 1010 starter inhibited due to active SCR inducement 1011 Reserved 1100 starter inhibited - reason unknown 1101 error (legacy implementation only, use 1110) 1110 error 1111 not available|4 bits|16 states/4 bit|0|0 to 15||bit
286|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||8|2432|Engine Demand – Percent Torque|The requested torque output of the engine by all dynamic internal inputs, including smoke control, noise control and low and high speed governing.|1 byte|1 %/bit|-125 %|-125 to 125 %|-125% to +125%|%
287|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||1.1|899|Engine Torque Mode|State signal which indicates which engine torque mode is currently generating, limiting, or controlling the torque.  Note that the modes are not in prioritized order. Not all modes may be relevant for a given device.  Some devices may not implement all functions.  For typical priorities refer to Figures SPN512_A and SPN512_B for engine control.  The data type of this parameter is measured.    Mode 0000b means “No request”: engine torque may range from 0 to full load only due to low idle governor output.  Modes 0001b to 1110b indicate that there is either a torque request or the identified function is currently controlling the engine: engine torque may range from 0 (no fueling) to the upper limit.|4 bits|16 states/4 bit|0|0 to 15||bit
288|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||1.5|4154|Actual Engine - Percent Torque (Fractional)|This parameter displays an additional torque in percent of the reference engine torque.   When the MSB is set to 1, this parameter is not available.  When the MSB is set to 0, bits 1 to 3 indicate the desired torque with resolution of 0.125%/bit . Range is from 0 to 0.875% of reference torque.    The parameter is used in combination with SPN 513 Actual Engine Torque. The resulting actual engine torque will be calculated by adding these two parameters.   Additional torque representations  0000 = +0.000% 0001 = +0.125% . . . 0111 = +0.875% 1000 - 1111 = not available  For example, if SPN 513 = 150 (or 25%) and this parameter is 0100, the torque would be 25.5%. If SPN 513 = 175 (or 50%) and this parameter is 0001, the torque would be 50.125% If SPN 513 = 175 (or 50%) and this parameter is 1111, the torque would remain 50% (no high resolution available)|4 bits|0.125 %/bit|0|0 to 0.875 %||%
289|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||2|512|Driver's Demand Engine - Percent Torque|The requested torque output of the engine by the driver. It is based on input from the following requestors external to the powertrain: operator (via the accelerator pedal), cruise control and/or road speed limit governor. Dynamic commands from internal powertrain functions such as smoke control, low- and high-speed engine governing; ASR and shift control are excluded from this calculation. The data is transmitted in indicated torque as a percent of the reference engine torque. See PGN 65251 for the engine configuration message. Several status bits are defined separately to indicate the request which is currently being honored. This parameter may be used for shift scheduling.|1 byte|1 %/bit|-125 %|-125 to 125 %|0 to 125%|%
290|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||3|513|Actual Engine - Percent Torque|The calculated output torque of the engine.  The data is transmitted in indicated torque as a percent of reference engine torque (see the engine configuration message, PGN 65251).  The engine percent torque value will not be less than zero and it includes the torque developed in the cylinders required to overcome friction.|1 byte|1 %/bit|-125 %|-125 to 125 %|0 to 125%|%
291|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||4-5|190|Engine Speed|Actual engine speed which is calculated over a minimum crankshaft angle of 720 degrees divided by the number of cylinders.|2 bytes|0.125 rpm per bit|0|0 to 8,031.875 rpm||rpm
292|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||6|1483|Source Address of Controlling Device for Engine Control|The source address of the SAE J1939 device currently controlling the engine.  It is used to expand the torque mode parameter (see SPN 899) in cases where control is in response to an ECU that is not listed in Table SPN899_A.  Its value may be the source address of the ECU transmitting the message (which means that no external SAE J1939 message is providing the active command) or the source address of the SAE J1939 ECU that is currently providing the active command in a TSC1 (see PGN 0) or similar message.  Note that if this parameter value is the same as the source address of the device transmitting it, the control may be due to a message on a non-J1939 data link such as SAE J1922 or a proprietary link.|1 byte|1 source address/bit|0|0 to 255|0 to 253|SA
293|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||7.1|1675|Engine Starter Mode|There are several phases in a starting action and different reasons why a start cannot take place.  0000 start not requested 0001 starter active, gear not engaged 0010 starter active, gear engaged 0011 start finished; starter not active after having been actively engaged (after 50ms mode goes to 0000) 0100 starter inhibited due to engine already running 0101 starter inhibited due to engine not ready for start (preheating) 0110 starter inhibited due to driveline engaged or other transmission inhibit 0111 starter inhibited due to active immobilizer 1000 starter inhibited due to starter over-temp 1001 starter inhibited due to intake air shutoff valve being active 1010 starter inhibited due to active SCR inducement 1011 Reserved 1100 starter inhibited - reason unknown 1101 error (legacy implementation only, use 1110) 1110 error 1111 not available|4 bits|16 states/4 bit|0|0 to 15||bit
294|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||8|2432|Engine Demand – Percent Torque|The requested torque output of the engine by all dynamic internal inputs, including smoke control, noise control and low and high speed governing.|1 byte|1 %/bit|-125 %|-125 to 125 %|-125% to +125%|%
295|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||1.1|899|Engine Torque Mode|State signal which indicates which engine torque mode is currently generating, limiting, or controlling the torque.  Note that the modes are not in prioritized order. Not all modes may be relevant for a given device.  Some devices may not implement all functions.  For typical priorities refer to Figures SPN512_A and SPN512_B for engine control.  The data type of this parameter is measured.    Mode 0000b means “No request”: engine torque may range from 0 to full load only due to low idle governor output.  Modes 0001b to 1110b indicate that there is either a torque request or the identified function is currently controlling the engine: engine torque may range from 0 (no fueling) to the upper limit.|4 bits|16 states/4 bit|0|0 to 15||bit
